ordinal_position,column_name,data_type,verification_status,verification_method,batch_id,registry_notes,canonical_data_type,in_scope,n_rows,n_nonnull,null_pct,measurement_name_like,date_name_like,count_name_like,boolean_name_like,sample_values,distinct_norm,n_with_alpha,n_with_units,n_numeric_parseable,n_unparseable,n_boolean_like_values,boolean_value_subset,n_date_parseable,timestamp_has_subday
66,closest_margin_mm,DOUBLE,verified,derivation_vs_canonical_path_malignant_events_v1,mig_154_patient_master_pathology_invasion_cluster_20260429, | mig_154 pathology-invasion (154e margin). Ordinal worst + R-class + margin_status_final resolver; DOUBLE mm triple from synoptic distance feed (CF-mig154-MARGIN-MM-VARCHAR-RETYPE CLEAR). Spot rids 5817/4279/8191/1062/6555.,DOUBLE,True,10871,879,91.914,True,False,False,False,1.0 | 5.0 | 2.0 | 16.0 | 0.5,,,,,,,,,
67,comp_chyle_leak_confirmed,BOOLEAN,verified,derivation_vs_canonical_complications_events_chyle_mig_98b,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable. | CF-mig135-PM-COMPL-ROLLUP-SEMANTICS: CPM comp_* flags trace complication_phenotype + events lineage; not bitwise identical to canonical_complications_patient_rollup_v1 ever_*_definitive aliases.,BOOLEAN,True,10871,10871,0.0,False,False,False,True,False,,,,,,,,,
68,comp_chyle_leak_days_postop,BIGINT,verified,derivation_vs_canonical_complications_events_chyle_mig_98b,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,BIGINT,True,10871,1548,85.76,False,False,False,False,0 | 13 | 1449 | 1817 | -304,,,,,,,,,
70,comp_chyle_leak_permanent,BOOLEAN,verified,derivation_vs_canonical_complications_events_chyle_mig_98b,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,BOOLEAN,True,10871,1588,85.392,False,False,False,False,False,,,,,,,,,
71,comp_chyle_leak_suspected,BOOLEAN,verified,derivation_vs_canonical_complications_events_chyle_mig_98b,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,BOOLEAN,True,10871,1588,85.392,False,False,False,False,False | True,,,,,,,,,
72,comp_chyle_leak_timing_window,VARCHAR,verified,derivation_vs_canonical_complications_events_chyle_mig_98b,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,VARCHAR,True,10871,1588,85.392,False,False,False,False,0_30d | gt_365d | pre_surgery | unknown | 31_180d,6.0,1588.0,0.0,0.0,1588.0,0.0,False,0.0,
73,comp_chyle_leak_transient,BOOLEAN,verified,derivation_vs_canonical_complications_events_chyle_mig_98b,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,BOOLEAN,True,10871,1588,85.392,False,False,False,False,False,,,,,,,,,
74,comp_chyle_leak_treatment_req,BOOLEAN,verified,derivation_vs_canonical_complications_events_chyle_mig_98b,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,BOOLEAN,True,10871,1588,85.392,False,False,False,False,False | True,,,,,,,,,
75,comp_hematoma_confirmed,BOOLEAN,verified,derivation_vs_canonical_complications_events_hematoma_mig_98e,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable. | CF-mig135-PM-COMPL-ROLLUP-SEMANTICS: CPM comp_* flags trace complication_phenotype + events lineage; not bitwise identical to canonical_complications_patient_rollup_v1 ever_*_definitive aliases.,BOOLEAN,True,10871,10871,0.0,False,False,False,True,False | True,,,,,,,,,
76,comp_hematoma_days_postop,BIGINT,verified,derivation_vs_canonical_complications_events_hematoma_mig_98e,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,BIGINT,True,10871,57,99.476,False,False,False,False,107 | 0 | 753 | 6 | 4,,,,,,,,,
78,comp_hematoma_permanent,BOOLEAN,verified,derivation_vs_canonical_complications_events_hematoma_mig_98e,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,BOOLEAN,True,10871,253,97.673,False,False,False,False,False,,,,,,,,,
79,comp_hematoma_suspected,BOOLEAN,verified,derivation_vs_canonical_complications_events_hematoma_mig_98e,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,BOOLEAN,True,10871,253,97.673,False,False,False,False,False | True,,,,,,,,,
80,comp_hematoma_timing_window,VARCHAR,verified,derivation_vs_canonical_complications_events_hematoma_mig_98e,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,VARCHAR,True,10871,253,97.673,False,False,False,False,unknown | 31_180d | 0_30d | gt_365d | pre_surgery,5.0,253.0,0.0,0.0,253.0,0.0,False,0.0,
81,comp_hematoma_transient,BOOLEAN,verified,derivation_vs_canonical_complications_events_hematoma_mig_98e,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,BOOLEAN,True,10871,253,97.673,False,False,False,False,False,,,,,,,,,
82,comp_hematoma_treatment_req,BOOLEAN,verified,derivation_vs_canonical_complications_events_hematoma_mig_98e,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,BOOLEAN,True,10871,253,97.673,False,False,False,False,False | True,,,,,,,,,
83,comp_hypocalcemia_confirmed,BOOLEAN,verified,derivation_vs_canonical_complications_events_hypocalcemia_mig_98g_parathyroid_102,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable. | CF-mig135-PM-COMPL-ROLLUP-SEMANTICS: CPM comp_* flags trace complication_phenotype + events lineage; not bitwise identical to canonical_complications_patient_rollup_v1 ever_*_definitive aliases.,BOOLEAN,True,10871,10871,0.0,False,False,False,True,False | True,,,,,,,,,
84,comp_hypocalcemia_days_postop,BIGINT,verified,derivation_vs_canonical_complications_events_hypocalcemia_mig_98g_parathyroid_102,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,BIGINT,True,10871,677,93.772,False,False,False,False,0 | -8124 | 128 | 712 | 112,,,,,,,,,
86,comp_hypocalcemia_permanent,BOOLEAN,verified,derivation_vs_canonical_complications_events_hypocalcemia_mig_98g_parathyroid_102,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,BOOLEAN,True,10871,1877,82.734,False,False,False,False,False,,,,,,,,,
87,comp_hypocalcemia_suspected,BOOLEAN,verified,derivation_vs_canonical_complications_events_hypocalcemia_mig_98g_parathyroid_102,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,BOOLEAN,True,10871,1877,82.734,False,False,False,False,False | True,,,,,,,,,
88,comp_hypocalcemia_timing_window,VARCHAR,verified,derivation_vs_canonical_complications_events_hypocalcemia_mig_98g_parathyroid_102,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,VARCHAR,True,10871,1877,82.734,False,False,False,False,unknown | 0_30d | pre_surgery | 31_180d | gt_365d,6.0,1877.0,0.0,0.0,1877.0,0.0,False,0.0,
89,comp_hypocalcemia_transient,BOOLEAN,verified,derivation_vs_canonical_complications_events_hypocalcemia_mig_98g_parathyroid_102,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,BOOLEAN,True,10871,1877,82.734,False,False,False,False,False | True,,,,,,,,,
90,comp_hypocalcemia_treatment_req,BOOLEAN,verified,derivation_vs_canonical_complications_events_hypocalcemia_mig_98g_parathyroid_102,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,BOOLEAN,True,10871,1877,82.734,False,False,False,False,False | True,,,,,,,,,
91,comp_hypoparathyroidism_confirmed,BOOLEAN,verified,patient_level_complication_cross_validate_parathyroid_mig_102,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable. | CF-mig135-PM-COMPL-ROLLUP-SEMANTICS: CPM comp_* flags trace complication_phenotype + events lineage; not bitwise identical to canonical_complications_patient_rollup_v1 ever_*_definitive aliases.,BOOLEAN,True,10871,10871,0.0,False,False,False,True,False | True,,,,,,,,,
92,comp_hypoparathyroidism_days_postop,BIGINT,verified,patient_level_complication_cross_validate_parathyroid_mig_102,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,BIGINT,True,10871,65,99.402,False,False,False,False,0 | 27 | 493 | 2816 | 2848,,,,,,,,,
94,comp_hypoparathyroidism_permanent,BOOLEAN,verified,patient_level_complication_cross_validate_parathyroid_mig_102,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,BOOLEAN,True,10871,10871,0.0,False,False,False,False,False | True,,,,,,,,,
95,comp_hypoparathyroidism_suspected,BOOLEAN,verified,patient_level_complication_cross_validate_parathyroid_mig_102,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,BOOLEAN,True,10871,430,96.045,False,False,False,False,False | True,,,,,,,,,
96,comp_hypoparathyroidism_timing_window,VARCHAR,verified,patient_level_complication_cross_validate_parathyroid_mig_102,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,VARCHAR,True,10871,430,96.045,False,False,False,False,unknown | 0_30d | gt_365d | 31_180d | 181_365d,6.0,430.0,0.0,0.0,430.0,0.0,False,0.0,
97,comp_hypoparathyroidism_transient,BOOLEAN,verified,patient_level_complication_cross_validate_parathyroid_mig_102,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,BOOLEAN,True,10871,10871,0.0,False,False,False,False,False | True,,,,,,,,,
98,comp_hypoparathyroidism_treatment_req,BOOLEAN,verified,patient_level_complication_cross_validate_parathyroid_mig_102,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,BOOLEAN,True,10871,430,96.045,False,False,False,False,False | True,,,,,,,,,
99,comp_rln_injury_confirmed,BOOLEAN,verified,derivation_vs_canonical_complications_events_rln_mig_98c,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,BOOLEAN,True,10871,10871,0.0,False,False,False,True,False | True,,,,,,,,,
100,comp_rln_injury_days_postop,BIGINT,verified,derivation_vs_canonical_complications_events_rln_mig_98c,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,BIGINT,True,10871,100,99.08,False,False,False,False,0 | 4430 | 456 | 3458 | 14,,,,,,,,,
102,comp_rln_injury_permanent,BOOLEAN,verified,derivation_vs_canonical_complications_events_rln_mig_98c,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,BOOLEAN,True,10871,731,93.276,False,False,False,False,False,,,,,,,,,
103,comp_rln_injury_suspected,BOOLEAN,verified,derivation_vs_canonical_complications_events_rln_mig_98c,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,BOOLEAN,True,10871,731,93.276,False,False,False,False,False | True,,,,,,,,,
104,comp_rln_injury_timing_window,VARCHAR,verified,derivation_vs_canonical_complications_events_rln_mig_98c,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,VARCHAR,True,10871,731,93.276,False,False,False,False,unknown | 0_30d | gt_365d | 31_180d | 181_365d,6.0,731.0,0.0,0.0,731.0,0.0,False,0.0,
105,comp_rln_injury_transient,BOOLEAN,verified,derivation_vs_canonical_complications_events_rln_mig_98c,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,BOOLEAN,True,10871,731,93.276,False,False,False,False,False,,,,,,,,,
106,comp_rln_injury_treatment_req,BOOLEAN,verified,derivation_vs_canonical_complications_events_rln_mig_98c,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,BOOLEAN,True,10871,731,93.276,False,False,False,False,False | True,,,,,,,,,
107,comp_seroma_confirmed,BOOLEAN,verified,derivation_vs_canonical_complications_events_seroma_mig_98d,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable. | CF-mig135-PM-COMPL-ROLLUP-SEMANTICS: CPM comp_* flags trace complication_phenotype + events lineage; not bitwise identical to canonical_complications_patient_rollup_v1 ever_*_definitive aliases.,BOOLEAN,True,10871,10871,0.0,False,False,False,True,False | True,,,,,,,,,
108,comp_seroma_days_postop,BIGINT,verified,derivation_vs_canonical_complications_events_seroma_mig_98d,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,BIGINT,True,10871,600,94.481,False,False,False,False,0 | -8124 | 128 | 712 | 112,,,,,,,,,
110,comp_seroma_permanent,BOOLEAN,verified,derivation_vs_canonical_complications_events_seroma_mig_98d,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,BOOLEAN,True,10871,874,91.96,False,False,False,False,False,,,,,,,,,
111,comp_seroma_suspected,BOOLEAN,verified,derivation_vs_canonical_complications_events_seroma_mig_98d,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,BOOLEAN,True,10871,874,91.96,False,False,False,False,False | True,,,,,,,,,
112,comp_seroma_timing_window,VARCHAR,verified,derivation_vs_canonical_complications_events_seroma_mig_98d,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,VARCHAR,True,10871,874,91.96,False,False,False,False,unknown | 0_30d | pre_surgery | 31_180d | gt_365d,6.0,874.0,0.0,0.0,874.0,0.0,False,0.0,
113,comp_seroma_transient,BOOLEAN,verified,derivation_vs_canonical_complications_events_seroma_mig_98d,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,BOOLEAN,True,10871,874,91.96,False,False,False,False,False,,,,,,,,,
