ordinal_position,column_name,data_type,verification_status,verification_method,batch_id,registry_notes,n_rows,null_or_blank,non_null,distinct_raw,distinct_norm,leading_trailing_rows,repeated_ws_rows,non_lower_rows,top_norm_count,norm_groups_with_raw_variants,null_pct,top_norm_pct_of_nonnull,norm_distinct_pct_of_nonnull,column_class,semantic_family,is_enum_candidate,rare_value_count,drift_issue_count
204,fna_path_outcome,VARCHAR,verified,derivation_fna_path_concordance_chain,mig_143_patient_master_small_clusters_bundle_20260429, | mig_143 small-clusters Lane 32 (concordance shard). Bethesda category vs final histology adjudication taxonomy (Scripts 205/265 lineage; TP/TN/discord lanes per surgical cohort enrichment); BOOL `fna_path_concordant` non-degenerate.,10871,0,10871,4,4,0,0,0,6562,0,0.0,60.362,0.037,controlled_vocab_candidate,other,True,0,0
205,followup_category,VARCHAR,verified,patient_level_aggregate_followup_per_source,mig_141_patient_master_survival_cluster_20260429, | mig_141 survival cluster (Lane 30). Follow-up stack vs Script 233/218 union + canonical_survival_followup_v1 spine (not naive equality to days_from_first_surgery_to_last_contact alone); DATE-typed calendar anchors for followup_or_death_date per feedback_clinical_dates_calendar_only.,10871,0,10871,6,6,0,0,0,7719,0,0.0,71.005,0.055,controlled_vocab_candidate,other,True,0,0
214,gland_weight_source,VARCHAR,verified,cross_source_pathology_gland_weight_resolution,mig_157_patient_master_clinical_residual_cluster_20260429, | mig_157 Lane 46 (157f). gland_weight_* DOUBLE vs structured pathology feeds + rollup tiebreaker. | CF-mig157-VALUE-DEGENERATE-UPSTREAM-gland_weight_source: single distinct string in cohort.,10871,1458,9413,1,1,0,0,0,9413,0,13.412,100.0,0.011,degenerate_single_value,provenance,True,0,0
218,gm_path_ene_raw,VARCHAR,verified,derivation_ene_multisource_mig114_gm_path_raw,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). ENE v9 + imaging concordance vs ete_subgrade / invasion canonicals; gm_path_ene_raw path spine.,10871,9644,1227,60,55,2,1,29,826,4,88.713,67.319,4.482,free_text_or_identifier,other,False,0,0
219,gm_path_ete_raw,VARCHAR,verified,derivation_vs_canonical_path_malignant_events_v1,mig_140_patient_master_ete_cluster_20260429, | mig_140 ETE cluster (Lane 29). Path-aligned BOOL/VARCHAR replay vs mig_89 canonical_path_malignant_events_v1 gross/raw/NLP mirrors.,10871,6796,4075,31,28,0,0,13,3234,3,62.515,79.362,0.687,possible_enum_review,other,True,16,19
220,gm_path_lvi_raw,VARCHAR,verified,helper_script_gm_metadata_provenance_passthrough_v1,mig_156_patient_master_framework_provenance_cluster_20260429," | mig_156 framework cluster (156c GM). Passthrough / harmonized metadata (lab completeness, MACIS flag, path raw strings, recurrence provenance chain); CF-mig156-GM-RECURRENCE-SITE-ALLNULL where applicable.",10871,7505,3366,16,16,0,0,1,2575,0,69.037,76.5,0.475,possible_enum_review,other,True,10,10
221,gm_path_m_stage_raw,VARCHAR,verified,derivation_vs_canonical_path_events_and_gm_raw_feed,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). path_* + gm_path_* aligned to mig_89/mig_97b/mig_110 canonical path family.,10871,6866,4005,8,6,0,0,1401,2577,2,63.159,64.345,0.15,possible_enum_review,stage,True,2,4
222,gm_path_pni_raw,VARCHAR,verified,helper_script_gm_metadata_provenance_passthrough_v1,mig_156_patient_master_framework_provenance_cluster_20260429," | mig_156 framework cluster (156c GM). Passthrough / harmonized metadata (lab completeness, MACIS flag, path raw strings, recurrence provenance chain); CF-mig156-GM-RECURRENCE-SITE-ALLNULL where applicable.",10871,9433,1438,6,5,0,0,1,1340,1,86.772,93.185,0.348,possible_enum_review,other,True,2,3
223,gm_path_stage_raw,VARCHAR,verified,derivation_vs_canonical_path_events_and_gm_raw_feed,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). path_* + gm_path_* aligned to mig_89/mig_97b/mig_110 canonical path family.,10871,6737,4134,11,11,0,0,4134,1881,0,61.972,45.501,0.266,possible_enum_review,stage,True,5,5
224,gm_path_vascular_inv_raw,VARCHAR,verified,helper_script_gm_metadata_provenance_passthrough_v1,mig_156_patient_master_framework_provenance_cluster_20260429," | mig_156 framework cluster (156c GM). Passthrough / harmonized metadata (lab completeness, MACIS flag, path raw strings, recurrence provenance chain); CF-mig156-GM-RECURRENCE-SITE-ALLNULL where applicable.",10871,7189,3682,19,17,0,0,5,2993,2,66.13,81.287,0.462,possible_enum_review,other,True,11,13
226,gm_rai_date_confidence,VARCHAR,verified,auto_provenance_skip,mig_142_patient_master_rai_cluster_20260429, | mig_142 gm_rai_date_* provenance mirror — skip redundant replay.,10871,10290,581,5,5,0,0,0,267,0,94.656,45.955,0.861,date_or_timestamp_text,treatment,False,0,0
227,gm_rai_date_source,VARCHAR,verified,auto_provenance_skip,mig_142_patient_master_rai_cluster_20260429, | mig_142 gm_rai_date_* provenance mirror — skip redundant replay.,10871,10290,581,2,2,0,0,0,548,0,94.656,94.32,0.344,date_or_timestamp_text,treatment,False,0,0
228,gm_recurrence_date_source,VARCHAR,verified,helper_script_gm_metadata_provenance_passthrough_v1,mig_156_patient_master_framework_provenance_cluster_20260429," | mig_156 framework cluster (156c GM). Passthrough / harmonized metadata (lab completeness, MACIS flag, path raw strings, recurrence provenance chain); CF-mig156-GM-RECURRENCE-SITE-ALLNULL where applicable.",10871,10689,182,2,2,0,0,0,128,0,98.326,70.33,1.099,date_or_timestamp_text,recurrence_survival,False,0,0
229,gm_recurrence_site_primary,VARCHAR,verified,helper_script_gm_metadata_provenance_passthrough_v1,mig_156_patient_master_framework_provenance_cluster_20260429," | mig_156 framework cluster (156c GM). Passthrough / harmonized metadata (lab completeness, MACIS flag, path raw strings, recurrence provenance chain); CF-mig156-GM-RECURRENCE-SITE-ALLNULL where applicable.",10871,10871,0,0,0,0,0,0,0,0,100.0,0.0,0.0,empty_verified_varchar,recurrence_survival,False,0,0
230,gm_recurrence_source,VARCHAR,verified,helper_script_gm_metadata_provenance_passthrough_v1,mig_156_patient_master_framework_provenance_cluster_20260429," | mig_156 framework cluster (156c GM). Passthrough / harmonized metadata (lab completeness, MACIS flag, path raw strings, recurrence provenance chain); CF-mig156-GM-RECURRENCE-SITE-ALLNULL where applicable.",10871,8925,1946,2,2,0,0,0,1818,0,82.099,93.422,0.103,possible_enum_review,recurrence_survival,True,0,0
231,gm_recurrence_type_primary,VARCHAR,verified,helper_script_gm_metadata_provenance_passthrough_v1,mig_156_patient_master_framework_provenance_cluster_20260429," | mig_156 framework cluster (156c GM). Passthrough / harmonized metadata (lab completeness, MACIS flag, path raw strings, recurrence provenance chain); CF-mig156-GM-RECURRENCE-SITE-ALLNULL where applicable.",10871,8925,1946,2,2,0,0,0,1818,0,82.099,93.422,0.103,controlled_vocab_candidate,recurrence_survival,True,0,0
238,hematoma_status,VARCHAR,verified,derivation_legacy_complication_status_varchar_complications_table,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,10871,0,10871,4,4,0,0,0,10618,0,0.0,97.673,0.037,controlled_vocab_candidate,other,True,0,0
240,histology_final,VARCHAR,verified,tumor_histology_counts_and_size_rollups_path_family,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). histology_final/source + n_tumors* + tumor_size_* rollups vs path rollup canonicals.,10871,6734,4137,38,38,0,0,3559,3075,0,61.945,74.329,0.919,controlled_vocab_candidate,histology,True,28,28
241,histology_source,VARCHAR,verified,tumor_histology_counts_and_size_rollups_path_family,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). histology_final/source + n_tumors* + tumor_size_* rollups vs path rollup canonicals.,10871,0,10871,1,1,0,0,0,10871,0,0.0,100.0,0.009,degenerate_single_value,histology,True,0,0
243,hypocalcemia_status,VARCHAR,verified,derivation_legacy_complication_status_varchar_complications_table,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,10871,0,10871,6,6,0,0,0,7979,0,0.0,73.397,0.055,controlled_vocab_candidate,other,True,1,1
244,hypoparathyroidism_status,VARCHAR,verified,derivation_legacy_complication_status_varchar_complications_table,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,10871,0,10871,6,6,0,0,0,7979,0,0.0,73.397,0.055,possible_enum_review,other,True,1,1
246,ihc_braf_note_type_v13,VARCHAR,verified,cross_validate_vs_canonical_molecular_genetics_v2,mig_154_patient_master_pathology_invasion_cluster_20260429, | mig_154 pathology-invasion (154f IHC BRAF). Tier: note_entities_llm_pathology + canonical_molecular_genetics_v2.braf_flag; CF-mig154-IHC-BRAF-MOLECULAR-CROSSCHECK (sparse 2-row IHC result envelope 2026-04-29).,10871,10869,2,2,2,0,0,0,1,0,99.982,50.0,100.0,controlled_vocab_candidate,molecular,True,0,0
247,ihc_braf_result_v13,VARCHAR,verified,cross_validate_vs_canonical_molecular_genetics_v2,mig_154_patient_master_pathology_invasion_cluster_20260429, | mig_154 pathology-invasion (154f IHC BRAF). Tier: note_entities_llm_pathology + canonical_molecular_genetics_v2.braf_flag; CF-mig154-IHC-BRAF-MOLECULAR-CROSSCHECK (sparse 2-row IHC result envelope 2026-04-29).,10871,10869,2,2,2,0,0,0,1,0,99.982,50.0,100.0,controlled_vocab_candidate,molecular,True,0,0
254,last_contact_source,VARCHAR,verified,derivation_vs_canonical_recurrence_v1_min_date_and_lab_tg_extrema_and_multi_feed_contact,mig_157_patient_master_clinical_residual_cluster_20260429, | mig_157 Lane 46 (157d). first_recurrence_* vs canonical_recurrence_v1; first_tg_*/last_tg_* vs canonical_labs_thyroglobulin_v1 MIN/MAX; last_contact_* multi-feed MAX (CF LAST-CONTACT tiebreaker). | CF-mig157-LAST-CONTACT-MULTI-FEED-RESOLUTION: MAX over feeds; last_contact_source 41-tier provenance mix.,10871,0,10871,41,41,0,0,0,6630,0,0.0,60.988,0.377,free_text_or_identifier,provenance,False,0,0
256,lateral_detection_method,VARCHAR,verified,derivation_vs_consolidation_lateral_neck_v10_cleaning,mig_157_patient_master_clinical_residual_cluster_20260429, | mig_157 Lane 46 (157g). lateral_*_v10 version-pinned lateral neck dissection fields.,10871,10752,119,8,8,0,0,0,41,0,98.905,34.454,6.723,controlled_vocab_candidate,provenance,True,1,1
257,lateral_levels_v10,VARCHAR,verified,derivation_vs_consolidation_lateral_neck_v10_cleaning,mig_157_patient_master_clinical_residual_cluster_20260429, | mig_157 Lane 46 (157g). lateral_*_v10 version-pinned lateral neck dissection fields.,10871,10804,67,21,17,0,0,48,16,4,99.384,23.881,25.373,controlled_vocab_candidate,other,True,0,4
259,lateral_side_v10,VARCHAR,verified,derivation_vs_consolidation_lateral_neck_v10_cleaning,mig_157_patient_master_clinical_residual_cluster_20260429, | mig_157 Lane 46 (157g). lateral_*_v10 version-pinned lateral neck dissection fields.,10871,10777,94,2,2,0,0,0,74,0,99.135,78.723,2.128,possible_enum_review,laterality,True,0,0
260,lateral_source_v10,VARCHAR,verified,derivation_vs_consolidation_lateral_neck_v10_cleaning,mig_157_patient_master_clinical_residual_cluster_20260429, | mig_157 Lane 46 (157g). lateral_*_v10 version-pinned lateral neck dissection fields.,10871,10752,119,2,2,0,0,0,78,0,98.905,65.546,1.681,possible_enum_review,provenance,True,0,0
262,ln_burden_band,VARCHAR,verified,derivation_ln_core_path_malignant_and_level_rollups_mig89,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). ln_* counts/ratios/levels vs path malignant family + synoptic-level feeders; NULL bulk off-rollup patients.,10871,7060,3811,4,4,0,0,2630,2630,0,64.943,69.011,0.105,controlled_vocab_candidate,other,True,0,0
263,ln_ene_status,VARCHAR,verified,derivation_ln_core_path_malignant_and_level_rollups_mig89,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). ln_* counts/ratios/levels vs path malignant family + synoptic-level feeders; NULL bulk off-rollup patients.,10871,9644,1227,60,55,2,1,29,826,4,88.713,67.319,4.482,high_cardinality_text,other,False,0,0
294,ln_rollup_crossval_status,VARCHAR,verified,derivation_ln_rollup_pathology_pair_internal_consistency,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). ln_rollup_* wide nodal summary vs path rollups + cross-validation status.,10871,6885,3986,5,5,0,0,0,3748,0,63.334,94.029,0.125,controlled_vocab_candidate,other,True,1,1
297,ln_rollup_internal_consistency,VARCHAR,verified,derivation_ln_rollup_pathology_pair_internal_consistency,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). ln_rollup_* wide nodal summary vs path rollups + cross-validation status.,10871,6885,3986,3,3,0,0,0,3846,0,63.334,96.488,0.075,controlled_vocab_candidate,other,True,0,0
312,ln_rollup_mets_ptc_variant,VARCHAR,verified,derivation_ln_rollup_pathology_pair_internal_consistency,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). ln_rollup_* wide nodal summary vs path rollups + cross-validation status.,10871,10830,41,4,4,0,0,0,27,0,99.623,65.854,9.756,controlled_vocab_candidate,histology,True,0,0
316,ln_rollup_source,VARCHAR,verified,derivation_ln_rollup_pathology_pair_internal_consistency,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). ln_rollup_* wide nodal summary vs path rollups + cross-validation status.,10871,6885,3986,3,3,0,0,0,3934,0,63.334,98.695,0.075,possible_enum_review,provenance,True,0,0
323,lvi_grade,VARCHAR,verified,derivation_vs_canonical_invasion_events_v1,mig_154_patient_master_pathology_invasion_cluster_20260429, | mig_154 pathology-invasion (154d LVI). Lymphatic_microscopic axis distinct from vascular VI union in builder. CF-mig154-PM-LVI-VS-EVENT-PRESENT.,10871,7505,3366,16,16,0,0,1,2575,0,69.037,76.5,0.475,controlled_vocab_candidate,other,True,10,10
325,macis_missing_components,VARCHAR,verified,derivation_vs_canonical_path_malignant_patient_rollup_v1,mig_155_patient_master_risk_scoring_survival_genetics_cluster_20260429, | mig_155 risk-scoring cluster (155c MACIS). MACIS ladder vs tumor/METS/Age/completeness/invasion inputs; macis_score DOUBLE; macis_missing_components list payload (CF-mig155-MACIS-MISSING-COMPONENTS-LIST). Script 51b semantic reference in Cowork header.,10871,4082,6789,1,1,0,0,0,6789,0,37.549,100.0,0.015,degenerate_single_value,risk_scoring,True,0,0
326,macis_risk_group,VARCHAR,verified,derivation_vs_canonical_path_malignant_patient_rollup_v1,mig_155_patient_master_risk_scoring_survival_genetics_cluster_20260429, | mig_155 risk-scoring cluster (155c MACIS). MACIS ladder vs tumor/METS/Age/completeness/invasion inputs; macis_score DOUBLE; macis_missing_components list payload (CF-mig155-MACIS-MISSING-COMPONENTS-LIST). Script 51b semantic reference in Cowork header.,10871,6789,4082,4,4,0,0,0,3987,0,62.451,97.673,0.098,controlled_vocab_candidate,risk_scoring,True,0,0
328,margin_r_class_v10,VARCHAR,verified,derivation_vs_canonical_path_malignant_events_v1,mig_154_patient_master_pathology_invasion_cluster_20260429, | mig_154 pathology-invasion (154e margin). Ordinal worst + R-class + margin_status_final resolver; DOUBLE mm triple from synoptic distance feed (CF-mig154-MARGIN-MM-VARCHAR-RETYPE CLEAR). Spot rids 5817/4279/8191/1062/6555.,10871,6908,3963,4,4,0,0,3963,3899,0,63.545,98.385,0.101,controlled_vocab_candidate,other,True,1,1
329,margin_r_classification,VARCHAR,verified,derivation_vs_canonical_path_malignant_events_v1,mig_154_patient_master_pathology_invasion_cluster_20260429, | mig_154 pathology-invasion (154e margin). Ordinal worst + R-class + margin_status_final resolver; DOUBLE mm triple from synoptic distance feed (CF-mig154-MARGIN-MM-VARCHAR-RETYPE CLEAR). Spot rids 5817/4279/8191/1062/6555.,10871,6914,3957,4,4,0,0,3957,3896,0,63.6,98.458,0.101,controlled_vocab_candidate,other,True,1,1
330,margin_status,VARCHAR,verified,derivation_vs_canonical_path_malignant_events_v1,mig_154_patient_master_pathology_invasion_cluster_20260429, | mig_154 pathology-invasion (154e margin). Ordinal worst + R-class + margin_status_final resolver; DOUBLE mm triple from synoptic distance feed (CF-mig154-MARGIN-MM-VARCHAR-RETYPE CLEAR). Spot rids 5817/4279/8191/1062/6555.,10871,6914,3957,4,4,0,0,3957,3896,0,63.6,98.458,0.101,controlled_vocab_candidate,other,True,1,1
338,med_nlp_extraction_method,VARCHAR,verified,derivation_vs_canonical_medications_events_v1_via_script215,mig_151_patient_master_meds_radtx_proc_cluster_20260429," | mig_151 meds/radtx/proc cluster (Lane 41). med_nlp_*: Script 215 SOURCE2 replay vs note_entities_medications present-only; list_sort note_types for STRING_AGG order-independence (CF-mig58). CF-mig151-MEDNLP-SPARSE-VS-ROLLUP: not canonical_medications_events tier. | mig_151b: CF-mig151-MED-METHODOLOGY-CORRECTED — original mig_151 verification_method named ""note_entities_medications"" which lives ONLY in archive_pub_v1_0 (pre-script-251 snapshot 2026-04-17). Live SSOT is canonical_medications_events_v1. Cowork spot-check med_nlp_levothyroxine: 1491 PM TRUE / 1351 canonical levothyroxine pts / 0 canon-only drift / 140 PM-only (Synthroid/Levoxyl spelling variants in archive snapshot not in current canonical). Values are extraction-faithful from the pre-archive snapshot Script 215 consumed; verification_method updated to name live canonical for re-runnability.",10871,8857,2014,1,1,0,0,0,2014,0,81.474,100.0,0.05,degenerate_single_value,provenance,True,0,0
343,med_nlp_note_types,VARCHAR,verified,derivation_vs_canonical_medications_events_v1_via_script215,mig_151_patient_master_meds_radtx_proc_cluster_20260429," | mig_151 meds/radtx/proc cluster (Lane 41). med_nlp_*: Script 215 SOURCE2 replay vs note_entities_medications present-only; list_sort note_types for STRING_AGG order-independence (CF-mig58). CF-mig151-MEDNLP-SPARSE-VS-ROLLUP: not canonical_medications_events tier. | mig_151b: CF-mig151-MED-METHODOLOGY-CORRECTED — original mig_151 verification_method named ""note_entities_medications"" which lives ONLY in archive_pub_v1_0 (pre-script-251 snapshot 2026-04-17). Live SSOT is canonical_medications_events_v1. Cowork spot-check med_nlp_levothyroxine: 1491 PM TRUE / 1351 canonical levothyroxine pts / 0 canon-only drift / 140 PM-only (Synthroid/Levoxyl spelling variants in archive snapshot not in current canonical). Values are extraction-faithful from the pre-archive snapshot Script 215 consumed; verification_method updated to name live canonical for re-runnability.",10871,8857,2014,41,41,0,0,0,974,0,81.474,48.361,2.036,high_cardinality_text,other,False,0,0
